date,sales,temperature,marketing_spend,product_category,store_location,day_of_week,is_weekend,month,year,quarter
2020-11-26,157.92,13.5,763.77,Sports,South,Thursday,0,November,2020,Q4
2020-11-27,147.76,9.7,629.42,Clothing,South,Friday,0,November,2020,Q4
2020-11-28,171.3,13.2,595.28,Sports,East,Saturday,1,November,2020,Q4
2020-11-29,184.46,11.5,857.53,Sports,East,Sunday,1,November,2020,Q4
2020-11-30,215.36,7.9,257.69,Clothing,East,Monday,0,November,2020,Q4
2020-12-01,203.93,10.9,682.35,Home,East,Tuesday,0,December,2020,Q4
2020-12-02,185.13,8.1,443.21,Electronics,South,Wednesday,0,December,2020,Q4
2020-12-03,177.99,15.9,1014.52,Sports,Central,Thursday,0,December,2020,Q4
2020-12-04,184.64,14.3,424.15,Clothing,Central,Friday,0,December,2020,Q4
2020-12-05,188.47,12.4,394.28,Clothing,East,Saturday,1,December,2020,Q4
2020-12-06,205.51,17.9,592.7,Home,West,Sunday,1,December,2020,Q4
2020-12-07,228.69,14.1,473.07,Sports,North,Monday,0,December,2020,Q4
2020-12-08,225.92,9.9,372.78,Electronics,West,Tuesday,0,December,2020,Q4
2020-12-09,203.2,13.1,342.35,Home,West,Wednesday,0,December,2020,Q4
2020-12-10,187.71,19.5,842.24,Clothing,West,Thursday,0,December,2020,Q4
2020-12-11,190.05,12.9,334.29,Clothing,Central,Friday,0,December,2020,Q4
2020-12-12,182.67,15.9,630.1,Home,North,Saturday,1,December,2020,Q4
2020-12-13,198.55,17.6,817.23,Clothing,West,Sunday,1,December,2020,Q4
2020-12-14,213.99,17.4,849.33,Clothing,East,Monday,0,December,2020,Q4
2020-12-15,212.63,23.2,532.34,Sports,Central,Tuesday,0,December,2020,Q4
2020-12-16,199.53,12.6,637.37,Electronics,East,Wednesday,0,December,2020,Q4
2020-12-17,192.81,13.1,626.07,Home,East,Thursday,0,December,2020,Q4
2020-12-18,180.16,13.1,428.04,Electronics,West,Friday,0,December,2020,Q4
2020-12-19,178.42,16.0,872.77,Electronics,East,Saturday,1,December,2020,Q4
2020-12-20,195.15,20.4,804.33,Electronics,North,Sunday,1,December,2020,Q4
2020-12-21,194.55,14.3,1117.11,Home,East,Monday,0,December,2020,Q4
2020-12-22,199.47,21.0,697.54,Home,West,Tuesday,0,December,2020,Q4
2020-12-23,180.66,18.0,1113.78,Electronics,East,Wednesday,0,December,2020,Q4
2020-12-24,171.28,14.8,1162.26,Electronics,Central,Thursday,0,December,2020,Q4
2020-12-25,156.68,13.1,974.54,Books,Central,Friday,0,December,2020,Q4
2020-12-26,182.33,14.1,565.83,Electronics,Central,Saturday,1,December,2020,Q4
2020-12-27,211.73,16.9,932.36,Sports,South,Sunday,1,December,2020,Q4
2020-12-28,208.52,18.7,1426.76,Electronics,Central,Monday,0,December,2020,Q4
2020-12-29,212.54,23.5,1163.37,Home,Central,Tuesday,0,December,2020,Q4
2020-12-30,202.84,22.1,1276.5,Clothing,South,Wednesday,0,December,2020,Q4
2020-12-31,179.48,17.4,1153.18,Sports,Central,Thursday,0,December,2020,Q4
2021-01-01,185.1,21.4,1158.68,Home,West,Friday,0,January,2021,Q1
2021-01-02,196.91,25.4,861.27,Clothing,Central,Saturday,1,January,2021,Q1
2021-01-03,218.0,26.3,1423.91,Electronics,Central,Sunday,1,January,2021,Q1
2021-01-04,222.63,20.0,1509.83,Home,South,Monday,0,January,2021,Q1
2021-01-05,228.81,24.1,1131.22,Home,West,Tuesday,0,January,2021,Q1
2021-01-06,219.43,25.7,1311.56,Electronics,East,Wednesday,0,January,2021,Q1
2021-01-07,214.24,17.2,1308.82,Electronics,North,Thursday,0,January,2021,Q1
2021-01-08,205.74,20.5,1478.04,Sports,West,Friday,0,January,2021,Q1
2021-01-09,228.13,28.9,1305.65,Electronics,East,Saturday,1,January,2021,Q1
2021-01-10,215.27,21.6,1619.28,Home,West,Sunday,1,January,2021,Q1
2021-01-11,240.89,14.0,1463.66,Clothing,East,Monday,0,January,2021,Q1
2021-01-12,228.01,22.6,953.71,Sports,East,Tuesday,0,January,2021,Q1
2021-01-13,229.88,26.6,1564.07,Books,West,Wednesday,0,January,2021,Q1
2021-01-14,181.38,23.5,1684.42,Books,South,Thursday,0,January,2021,Q1
2021-01-15,174.1,25.9,1261.99,Electronics,West,Friday,0,January,2021,Q1
2021-01-16,184.15,26.8,1579.01,Sports,West,Saturday,1,January,2021,Q1
2021-01-17,183.14,23.2,1865.69,Electronics,East,Sunday,1,January,2021,Q1
2021-01-18,206.99,23.0,1522.11,Home,North,Monday,0,January,2021,Q1
2021-01-19,198.15,25.2,1725.59,Clothing,East,Tuesday,0,January,2021,Q1
2021-01-20,189.37,25.5,1403.97,Electronics,Central,Wednesday,0,January,2021,Q1
2021-01-21,173.91,25.4,1481.56,Books,West,Thursday,0,January,2021,Q1
2021-01-22,184.21,25.8,1434.6,Electronics,West,Friday,0,January,2021,Q1
2021-01-23,185.2,23.5,1386.17,Home,South,Saturday,1,January,2021,Q1
2021-01-24,187.33,28.2,1419.85,Sports,East,Sunday,1,January,2021,Q1
2021-01-25,195.6,28.0,1106.88,Sports,South,Monday,0,January,2021,Q1
2021-01-26,206.88,22.4,1348.34,Electronics,West,Tuesday,0,January,2021,Q1
2021-01-27,174.88,25.5,1661.57,Clothing,East,Wednesday,0,January,2021,Q1
2021-01-28,192.94,27.2,1178.83,Sports,East,Thursday,0,January,2021,Q1
2021-01-29,185.06,25.5,1134.1,Clothing,Central,Friday,0,January,2021,Q1
2021-01-30,182.11,29.3,1333.64,Clothing,Central,Saturday,1,January,2021,Q1
2021-01-31,189.83,27.4,1316.13,Electronics,North,Sunday,1,January,2021,Q1
2021-02-01,234.06,28.3,1340.45,Clothing,Central,Monday,0,February,2021,Q1
2021-02-02,218.09,26.8,1211.99,Sports,East,Tuesday,0,February,2021,Q1
2021-02-03,238.76,22.2,1217.74,Clothing,Central,Wednesday,0,February,2021,Q1
2021-02-04,176.14,22.3,1100.83,Home,North,Thursday,0,February,2021,Q1
2021-02-05,,30.4,882.66,Clothing,West,Friday,0,February,2021,Q1
2021-02-06,201.22,29.7,1089.68,Clothing,Central,Saturday,1,February,2021,Q1
2021-02-07,219.14,30.4,1214.51,Electronics,East,Sunday,1,February,2021,Q1
2021-02-08,224.49,29.7,1137.89,Electronics,West,Monday,0,February,2021,Q1
2021-02-09,230.22,30.1,651.15,Clothing,East,Tuesday,0,February,2021,Q1
2021-02-10,195.93,32.6,1015.51,Home,West,Wednesday,0,February,2021,Q1
2021-02-11,187.24,31.2,751.86,Clothing,East,Thursday,0,February,2021,Q1
2021-02-12,183.23,33.2,1174.48,Clothing,Central,Friday,0,February,2021,Q1
2021-02-13,194.84,30.8,927.44,Clothing,Central,Saturday,1,February,2021,Q1
2021-02-14,210.75,29.5,1008.25,Electronics,North,Sunday,1,February,2021,Q1
2021-02-15,199.67,31.2,800.87,Books,West,Monday,0,February,2021,Q1
2021-02-16,188.16,28.3,752.05,Clothing,North,Tuesday,0,February,2021,Q1
2021-02-17,197.22,29.8,1034.21,Electronics,South,Wednesday,0,February,2021,Q1
2021-02-18,168.97,31.7,900.66,Electronics,Central,Thursday,0,February,2021,Q1
2021-02-19,151.5,31.8,702.18,Books,West,Friday,0,February,2021,Q1
2021-02-20,182.98,31.2,612.74,Electronics,North,Saturday,1,February,2021,Q1
2021-02-21,184.18,27.5,286.99,Sports,North,Sunday,1,February,2021,Q1
2021-02-22,204.44,33.7,670.91,Electronics,South,Monday,0,February,2021,Q1
2021-02-23,188.88,34.5,560.26,Books,North,Tuesday,0,February,2021,Q1
2021-02-24,193.22,37.1,677.78,Sports,East,Wednesday,0,February,2021,Q1
2021-02-25,175.18,33.6,722.17,Home,Central,Thursday,0,February,2021,Q1
2021-02-26,152.47,32.4,782.99,Electronics,North,Friday,0,February,2021,Q1
2021-02-27,177.17,29.5,591.87,Electronics,North,Saturday,1,February,2021,Q1
2021-02-28,193.31,37.2,305.58,Clothing,South,Sunday,1,February,2021,Q1
2021-03-01,213.68,33.6,77.73,Clothing,East,Monday,0,March,2021,Q1
2021-03-02,188.94,33.6,337.8,Electronics,North,Tuesday,0,March,2021,Q1
2021-03-03,192.29,32.3,767.0,Electronics,Central,Wednesday,0,March,2021,Q1
2021-03-04,182.73,32.3,865.0,Home,Central,Thursday,0,March,2021,Q1
2021-03-05,152.81,35.4,455.16,Clothing,North,Friday,0,March,2021,Q1
2021-03-06,171.14,30.4,215.4,Electronics,East,Saturday,1,March,2021,Q1
2021-03-07,181.23,38.4,385.17,Electronics,Central,Sunday,1,March,2021,Q1
2021-03-08,210.5,37.9,752.03,Books,Central,Monday,0,March,2021,Q1
2021-03-09,216.65,32.7,418.21,Clothing,East,Tuesday,0,March,2021,Q1
2021-03-10,208.38,31.3,668.43,Sports,East,Wednesday,0,March,2021,Q1
2021-03-11,177.34,27.9,600.7,Clothing,North,Thursday,0,March,2021,Q1
2021-03-12,187.27,30.3,727.48,Electronics,West,Friday,0,March,2021,Q1
2021-03-13,165.68,36.3,969.6,Clothing,South,Saturday,1,March,2021,Q1
2021-03-14,176.98,35.2,746.38,Clothing,West,Sunday,1,March,2021,Q1
2021-03-15,201.03,35.8,682.05,Sports,West,Monday,0,March,2021,Q1
2021-03-16,198.02,28.9,1064.28,Home,Central,Tuesday,0,March,2021,Q1
2021-03-17,174.49,33.3,776.02,Electronics,East,Wednesday,0,March,2021,Q1
2021-03-18,134.72,38.6,576.45,Books,Central,Thursday,0,March,2021,Q1
2021-03-19,146.93,34.3,902.76,Clothing,South,Friday,0,March,2021,Q1
2021-03-20,142.1,30.8,886.12,Books,North,Saturday,1,March,2021,Q1
2021-03-21,176.02,34.4,767.41,Books,South,Sunday,1,March,2021,Q1
2021-03-22,181.06,32.4,758.66,Electronics,Central,Monday,0,March,2021,Q1
2021-03-23,161.91,35.8,836.39,Clothing,Central,Tuesday,0,March,2021,Q1
2021-03-24,148.88,34.9,824.04,Clothing,Central,Wednesday,0,March,2021,Q1
2021-03-25,126.76,36.5,911.97,Home,Central,Thursday,0,March,2021,Q1
2021-03-26,132.48,31.3,831.44,Clothing,West,Friday,0,March,2021,Q1
2021-03-27,153.7,33.6,1112.11,Books,North,Saturday,1,March,2021,Q1
2021-03-28,152.46,38.2,1131.83,Home,West,Sunday,1,March,2021,Q1
2021-03-29,179.51,30.9,1173.0,Electronics,Central,Monday,0,March,2021,Q1
2021-03-30,167.06,32.0,1125.34,Electronics,East,Tuesday,0,March,2021,Q1
2021-03-31,150.88,35.6,1135.48,Home,West,Wednesday,0,March,2021,Q1
2021-04-01,144.39,35.9,1491.77,Electronics,Central,Thursday,0,April,2021,Q2
2021-04-02,180.87,33.5,1248.22,Sports,Central,Friday,0,April,2021,Q2
2021-04-03,151.56,34.2,1517.71,Clothing,North,Saturday,1,April,2021,Q2
2021-04-04,164.61,36.6,1094.61,Clothing,South,Sunday,1,April,2021,Q2
2021-04-05,208.89,37.5,1439.23,Electronics,West,Monday,0,April,2021,Q2
2021-04-06,187.15,31.7,1200.39,Home,West,Tuesday,0,April,2021,Q2
2021-04-07,165.09,36.0,1260.34,Electronics,West,Wednesday,0,April,2021,Q2
2021-04-08,223.34,39.4,1311.62,Sports,Central,Thursday,0,April,2021,Q2
2021-04-09,151.55,34.5,1319.6,Clothing,North,Friday,0,April,2021,Q2
2021-04-10,160.38,31.6,1339.09,Sports,Central,Saturday,1,April,2021,Q2
2021-04-11,184.56,31.4,1692.85,Home,Central,Sunday,1,April,2021,Q2
2021-04-12,194.7,34.3,1472.67,Electronics,East,Monday,0,April,2021,Q2
2021-04-13,175.31,37.8,1520.54,Sports,North,Tuesday,0,April,2021,Q2
2021-04-14,156.12,34.5,1393.72,Electronics,West,Wednesday,0,April,2021,Q2
2021-04-15,140.04,35.2,1663.79,Clothing,South,Thursday,0,April,2021,Q2
2021-04-16,112.24,31.6,1568.27,Electronics,West,Friday,0,April,2021,Q2
2021-04-17,127.15,37.4,1437.91,Sports,Central,Saturday,1,April,2021,Q2
2021-04-18,169.57,31.0,1182.84,Books,North,Sunday,1,April,2021,Q2
2021-04-19,179.58,32.8,1540.52,Home,North,Monday,0,April,2021,Q2
2021-04-20,153.47,36.1,1607.54,Clothing,North,Tuesday,0,April,2021,Q2
2021-04-21,,28.1,1289.38,Sports,East,Wednesday,0,April,2021,Q2
2021-04-22,122.45,34.6,1416.45,Electronics,West,Thursday,0,April,2021,Q2
2021-04-23,144.39,30.9,1571.02,Books,East,Friday,0,April,2021,Q2
2021-04-24,134.37,33.9,1135.21,Electronics,South,Saturday,1,April,2021,Q2
2021-04-25,138.64,32.7,1303.24,Books,Central,Sunday,1,April,2021,Q2
2021-04-26,141.21,40.0,1489.9,Home,East,Monday,0,April,2021,Q2
2021-04-27,131.47,32.4,1615.01,Sports,East,Tuesday,0,April,2021,Q2
2021-04-28,135.13,39.0,1808.73,Home,Central,Wednesday,0,April,2021,Q2
2021-04-29,111.56,35.1,1739.06,Clothing,North,Thursday,0,April,2021,Q2
2021-04-30,103.09,30.8,1350.15,Home,Central,Friday,0,April,2021,Q2
2021-05-01,123.99,34.1,1197.05,Electronics,West,Saturday,1,May,2021,Q2
2021-05-02,139.45,32.1,1449.58,Home,Central,Sunday,1,May,2021,Q2
2021-05-03,180.43,33.6,1126.02,Home,North,Monday,0,May,2021,Q2
2021-05-04,170.87,30.6,1050.95,Sports,Central,Tuesday,0,May,2021,Q2
2021-05-05,148.45,37.7,1109.96,Clothing,East,Wednesday,0,May,2021,Q2
2021-05-06,149.45,35.2,1051.68,Electronics,South,Thursday,0,May,2021,Q2
2021-05-07,132.86,32.4,1186.48,Clothing,East,Friday,0,May,2021,Q2
2021-05-08,135.05,37.3,949.11,Home,South,Saturday,1,May,2021,Q2
2021-05-09,176.42,32.2,1051.9,Electronics,Central,Sunday,1,May,2021,Q2
2021-05-10,176.95,35.1,1318.99,Electronics,West,Monday,0,May,2021,Q2
2021-05-11,156.25,31.8,989.55,Sports,Central,Tuesday,0,May,2021,Q2
2021-05-12,147.41,32.7,1233.76,Home,North,Wednesday,0,May,2021,Q2
2021-05-13,122.68,31.1,1136.46,Clothing,Central,Thursday,0,May,2021,Q2
2021-05-14,111.03,31.5,980.59,Clothing,South,Friday,0,May,2021,Q2
2021-05-15,141.84,31.5,758.16,Home,East,Saturday,1,May,2021,Q2
2021-05-16,165.65,28.8,1004.73,Electronics,West,Sunday,1,May,2021,Q2
2021-05-17,139.86,29.4,715.27,Home,Central,Monday,0,May,2021,Q2
2021-05-18,152.06,29.8,734.64,Electronics,Central,Tuesday,0,May,2021,Q2
2021-05-19,120.84,31.0,772.15,Sports,East,Wednesday,0,May,2021,Q2
2021-05-20,103.63,30.0,677.53,Clothing,West,Thursday,0,May,2021,Q2
2021-05-21,95.85,33.4,508.62,Clothing,Central,Friday,0,May,2021,Q2
2021-05-22,101.55,32.2,323.01,Home,Central,Saturday,1,May,2021,Q2
2021-05-23,126.16,28.9,797.82,Home,South,Sunday,1,May,2021,Q2
2021-05-24,126.93,33.4,699.55,Electronics,South,Monday,0,May,2021,Q2
2021-05-25,133.45,34.7,222.87,Sports,North,Tuesday,0,May,2021,Q2
2021-05-26,114.63,22.8,401.25,Electronics,East,Wednesday,0,May,2021,Q2
2021-05-27,97.76,31.5,572.22,Books,West,Thursday,0,May,2021,Q2
2021-05-28,88.45,26.4,612.99,Sports,Central,Friday,0,May,2021,Q2
2021-05-29,104.35,30.7,211.16,Clothing,Central,Saturday,1,May,2021,Q2
2021-05-30,137.22,31.8,489.75,Sports,North,Sunday,1,May,2021,Q2
2021-05-31,148.01,25.2,610.67,Clothing,Central,Monday,0,May,2021,Q2
2021-06-01,132.09,22.0,430.0,Electronics,East,Tuesday,0,June,2021,Q2
2021-06-02,130.02,29.9,551.47,Books,North,Wednesday,0,June,2021,Q2
2021-06-03,123.64,27.6,405.23,Home,East,Thursday,0,June,2021,Q2
2021-06-04,98.13,21.9,689.44,Clothing,North,Friday,0,June,2021,Q2
2021-06-05,133.34,34.3,354.99,Clothing,Central,Saturday,1,June,2021,Q2
2021-06-06,140.48,28.3,296.06,Clothing,North,Sunday,1,June,2021,Q2
2021-06-07,164.98,28.2,542.19,Books,South,Monday,0,June,2021,Q2
2021-06-08,148.56,30.1,263.9,Electronics,West,Tuesday,0,June,2021,Q2
2021-06-09,122.69,24.0,145.97,Clothing,Central,Wednesday,0,June,2021,Q2
2021-06-10,108.38,25.9,802.23,Clothing,West,Thursday,0,June,2021,Q2
2021-06-11,120.21,21.3,409.15,Clothing,Central,Friday,0,June,2021,Q2
2021-06-12,131.52,23.2,361.7,Clothing,West,Saturday,1,June,2021,Q2
2021-06-13,135.09,25.9,490.32,Electronics,South,Sunday,1,June,2021,Q2
2021-06-14,158.77,19.5,507.28,Electronics,West,Monday,0,June,2021,Q2
2021-06-15,129.01,22.4,677.69,Electronics,North,Tuesday,0,June,2021,Q2
2021-06-16,126.23,21.3,516.34,Books,West,Wednesday,0,June,2021,Q2
2021-06-17,95.97,24.2,864.9,Electronics,Central,Thursday,0,June,2021,Q2
2021-06-18,94.57,25.3,925.88,Sports,East,Friday,0,June,2021,Q2
2021-06-19,109.45,25.5,573.99,Sports,West,Saturday,1,June,2021,Q2
2021-06-20,115.09,26.0,738.56,Sports,West,Sunday,1,June,2021,Q2
2021-06-21,128.45,26.9,791.43,Sports,West,Monday,0,June,2021,Q2
2021-06-22,136.79,24.4,897.41,Electronics,Central,Tuesday,0,June,2021,Q2
2021-06-23,104.19,27.9,1181.66,Electronics,West,Wednesday,0,June,2021,Q2
2021-06-24,102.18,22.4,1228.06,Clothing,Central,Thursday,0,June,2021,Q2
2021-06-25,78.82,21.2,1534.65,Electronics,Central,Friday,0,June,2021,Q2
2021-06-26,107.03,23.3,615.71,Home,East,Saturday,1,June,2021,Q2
2021-06-27,134.91,20.6,919.1,Home,North,Sunday,1,June,2021,Q2
2021-06-28,108.56,26.6,1500.62,Sports,Central,Monday,0,June,2021,Q2
2021-06-29,123.88,24.1,810.87,Electronics,South,Tuesday,0,June,2021,Q2
2021-06-30,124.8,22.7,1561.62,Books,West,Wednesday,0,June,2021,Q2
2021-07-01,104.44,20.6,1264.21,Electronics,South,Thursday,0,July,2021,Q3
2021-07-02,109.53,18.7,1301.79,Clothing,West,Friday,0,July,2021,Q3
2021-07-03,113.81,21.8,1037.93,Clothing,East,Saturday,1,July,2021,Q3
2021-07-04,141.16,16.1,1231.16,Sports,Central,Sunday,1,July,2021,Q3
2021-07-05,152.4,23.8,1696.8,Clothing,North,Monday,0,July,2021,Q3
2021-07-06,164.25,18.4,1362.04,Books,Central,Tuesday,0,July,2021,Q3
2021-07-07,141.49,19.6,1305.11,Books,West,Wednesday,0,July,2021,Q3
2021-07-08,128.17,15.7,1495.66,Sports,North,Thursday,0,July,2021,Q3
2021-07-09,117.7,20.3,1394.57,Electronics,Central,Friday,0,July,2021,Q3
2021-07-10,128.03,16.5,1518.43,Sports,North,Saturday,1,July,2021,Q3
2021-07-11,145.58,19.6,1293.64,Sports,West,Sunday,1,July,2021,Q3
2021-07-12,163.73,19.7,1460.1,Electronics,East,Monday,0,July,2021,Q3
2021-07-13,150.23,15.2,1356.93,Electronics,East,Tuesday,0,July,2021,Q3
2021-07-14,139.75,13.5,1131.61,Electronics,Central,Wednesday,0,July,2021,Q3
2021-07-15,139.65,21.2,1593.65,Electronics,South,Thursday,0,July,2021,Q3
2021-07-16,121.16,15.8,1252.94,Clothing,West,Friday,0,July,2021,Q3
2021-07-17,117.3,16.8,1466.75,Books,Central,Saturday,1,July,2021,Q3
2021-07-18,147.21,17.3,1682.47,Clothing,Central,Sunday,1,July,2021,Q3
2021-07-19,139.35,11.9,1192.84,Clothing,East,Monday,0,July,2021,Q3
2021-07-20,116.85,16.8,1606.08,Books,North,Tuesday,0,July,2021,Q3
2021-07-21,109.55,15.5,1415.57,Electronics,West,Wednesday,0,July,2021,Q3
2021-07-22,83.78,13.0,1270.29,Sports,North,Thursday,0,July,2021,Q3
2021-07-23,94.16,11.2,1853.98,Clothing,West,Friday,0,July,2021,Q3
2021-07-24,108.35,16.2,1432.9,Home,South,Saturday,1,July,2021,Q3
2021-07-25,191.57,17.6,1300.9,Clothing,East,Sunday,1,July,2021,Q3
2021-07-26,140.86,14.5,1237.96,Home,South,Monday,0,July,2021,Q3
2021-07-27,133.13,9.4,1547.8,Electronics,Central,Tuesday,0,July,2021,Q3
2021-07-28,130.14,10.3,1224.92,Sports,East,Wednesday,0,July,2021,Q3
2021-07-29,86.78,12.0,1472.7,Electronics,Central,Thursday,0,July,2021,Q3
2021-07-30,110.48,17.7,1293.4,Sports,South,Friday,0,July,2021,Q3
2021-07-31,130.06,12.1,1488.2,Clothing,West,Saturday,1,July,2021,Q3
2021-08-01,128.52,11.2,1026.23,Electronics,Central,Sunday,1,August,2021,Q3
2021-08-02,169.22,7.3,1022.76,Home,North,Monday,0,August,2021,Q3
2021-08-03,160.9,10.2,1114.81,Electronics,West,Tuesday,0,August,2021,Q3
2021-08-04,141.11,8.2,1098.21,Sports,West,Wednesday,0,August,2021,Q3
2021-08-05,139.03,8.7,1033.04,Books,South,Thursday,0,August,2021,Q3
2021-08-06,154.19,11.8,1595.87,Sports,South,Friday,0,August,2021,Q3
2021-08-07,146.27,10.1,1447.53,Electronics,East,Saturday,1,August,2021,Q3
2021-08-08,165.85,16.2,1059.81,Home,East,Sunday,1,August,2021,Q3
2021-08-09,170.55,14.1,1048.52,Home,North,Monday,0,August,2021,Q3
2021-08-10,163.12,8.8,883.13,Sports,West,Tuesday,0,August,2021,Q3
2021-08-11,164.0,7.7,686.08,Electronics,North,Wednesday,0,August,2021,Q3
2021-08-12,130.65,14.4,825.77,Clothing,North,Thursday,0,August,2021,Q3
2021-08-13,134.71,15.0,983.21,Clothing,South,Friday,0,August,2021,Q3
2021-08-14,138.26,3.3,1057.76,Electronics,North,Saturday,1,August,2021,Q3
2021-08-15,163.09,10.0,964.41,Clothing,North,Sunday,1,August,2021,Q3
2021-08-16,170.18,8.7,433.09,Clothing,Central,Monday,0,August,2021,Q3
2021-08-17,171.01,11.3,648.26,Sports,East,Tuesday,0,August,2021,Q3
2021-08-18,137.62,15.0,384.83,Books,East,Wednesday,0,August,2021,Q3
2021-08-19,122.3,7.5,886.44,Home,West,Thursday,0,August,2021,Q3
2021-08-20,109.58,2.6,545.95,Clothing,East,Friday,0,August,2021,Q3
2021-08-21,124.4,10.3,596.57,Electronics,West,Saturday,1,August,2021,Q3
2021-08-22,149.13,12.6,681.49,Books,Central,Sunday,1,August,2021,Q3
2021-08-23,163.5,7.4,1120.22,Books,East,Monday,0,August,2021,Q3
2021-08-24,143.22,6.0,604.26,Books,Central,Tuesday,0,August,2021,Q3
2021-08-25,146.52,6.7,488.75,Sports,East,Wednesday,0,August,2021,Q3
2021-08-26,137.4,10.4,276.26,Clothing,East,Thursday,0,August,2021,Q3
2021-08-27,126.38,6.3,806.58,Sports,Central,Friday,0,August,2021,Q3
2021-08-28,154.63,8.5,471.27,Clothing,North,Saturday,1,August,2021,Q3
2021-08-29,148.74,7.5,834.17,Clothing,North,Sunday,1,August,2021,Q3
2021-08-30,158.46,7.0,721.43,Home,North,Monday,0,August,2021,Q3
2021-08-31,153.11,9.2,407.71,Electronics,North,Tuesday,0,August,2021,Q3
2021-09-01,174.19,5.5,224.28,Electronics,East,Wednesday,0,September,2021,Q3
2021-09-02,154.08,5.6,562.11,Clothing,South,Thursday,0,September,2021,Q3
2021-09-03,146.92,9.1,391.87,Clothing,Central,Friday,0,September,2021,Q3
2021-09-04,164.62,3.7,532.34,Sports,South,Saturday,1,September,2021,Q3
2021-09-05,171.06,3.9,746.22,Electronics,South,Sunday,1,September,2021,Q3
2021-09-06,220.25,2.6,219.89,Electronics,West,Monday,0,September,2021,Q3
2021-09-07,195.34,8.8,619.91,Electronics,North,Tuesday,0,September,2021,Q3
2021-09-08,181.0,5.9,737.4,Electronics,East,Wednesday,0,September,2021,Q3
2021-09-09,172.41,2.1,767.62,Electronics,North,Thursday,0,September,2021,Q3
2021-09-10,166.35,8.5,355.72,Home,North,Friday,0,September,2021,Q3
2021-09-11,174.25,4.2,736.54,Clothing,South,Saturday,1,September,2021,Q3
2021-09-12,180.57,3.2,919.31,Sports,West,Sunday,1,September,2021,Q3
2021-09-13,202.65,5.1,774.75,Books,North,Monday,0,September,2021,Q3
2021-09-14,211.17,10.1,711.9,Home,Central,Tuesday,0,September,2021,Q3
2021-09-15,188.19,4.4,993.19,Electronics,Central,Wednesday,0,September,2021,Q3
2021-09-16,172.92,7.2,657.77,Electronics,North,Thursday,0,September,2021,Q3
2021-09-17,145.91,7.6,523.02,Sports,South,Friday,0,September,2021,Q3
2021-09-18,149.97,6.7,822.06,Clothing,South,Saturday,1,September,2021,Q3
2021-09-19,174.25,9.1,1003.05,Sports,East,Sunday,1,September,2021,Q3
2021-09-20,185.54,3.2,1138.2,Sports,West,Monday,0,September,2021,Q3
2021-09-21,191.18,2.1,1071.22,Books,South,Tuesday,0,September,2021,Q3
2021-09-22,147.35,2.0,1167.16,Books,East,Wednesday,0,September,2021,Q3
2021-09-23,164.2,4.7,1243.94,Home,Central,Thursday,0,September,2021,Q3
2021-09-24,144.37,2.3,1001.71,Clothing,Central,Friday,0,September,2021,Q3
2021-09-25,154.05,5.5,1074.37,Books,Central,Saturday,1,September,2021,Q3
2021-09-26,167.71,5.3,1395.25,Clothing,North,Sunday,1,September,2021,Q3
2021-09-27,174.82,8.1,928.98,Electronics,West,Monday,0,September,2021,Q3
2021-09-28,198.95,5.9,1289.19,Home,East,Tuesday,0,September,2021,Q3
2021-09-29,179.42,3.8,1091.39,Home,West,Wednesday,0,September,2021,Q3
2021-09-30,154.04,6.2,1485.01,Sports,North,Thursday,0,September,2021,Q3
2021-10-01,154.18,1.9,1290.31,Home,East,Friday,0,October,2021,Q4
2021-10-02,178.68,4.9,1322.91,Clothing,East,Saturday,1,October,2021,Q4
2021-10-03,220.07,6.0,1693.11,Books,South,Sunday,1,October,2021,Q4
2021-10-04,215.36,5.4,1156.36,Sports,West,Monday,0,October,2021,Q4
2021-10-05,234.11,6.3,1437.17,Home,West,Tuesday,0,October,2021,Q4
2021-10-06,202.37,3.1,1378.49,Electronics,South,Wednesday,0,October,2021,Q4
2021-10-07,188.9,8.5,1539.49,Clothing,Central,Thursday,0,October,2021,Q4
2021-10-08,162.64,10.6,1835.26,Home,North,Friday,0,October,2021,Q4
2021-10-09,201.1,0.3,1342.54,Electronics,West,Saturday,1,October,2021,Q4
2021-10-10,217.27,1.5,1236.05,Electronics,South,Sunday,1,October,2021,Q4
2021-10-11,237.31,5.3,1323.28,Home,East,Monday,0,October,2021,Q4
2021-10-12,244.35,4.5,1445.84,Clothing,South,Tuesday,0,October,2021,Q4
2021-10-13,220.36,11.0,1510.11,Clothing,Central,Wednesday,0,October,2021,Q4
2021-10-14,189.21,6.0,1522.6,Electronics,North,Thursday,0,October,2021,Q4
2021-10-15,175.11,9.6,1860.23,Clothing,Central,Friday,0,October,2021,Q4
2021-10-16,220.67,-0.7,1822.23,Sports,East,Saturday,1,October,2021,Q4
2021-10-17,210.76,8.0,1752.99,Electronics,East,Sunday,1,October,2021,Q4
2021-10-18,219.07,3.5,1988.04,Electronics,East,Monday,0,October,2021,Q4
2021-10-19,212.97,3.5,1640.35,Home,East,Tuesday,0,October,2021,Q4
2021-10-20,198.01,5.0,1685.26,Books,South,Wednesday,0,October,2021,Q4
2021-10-21,177.82,1.6,1610.35,Home,East,Thursday,0,October,2021,Q4
2021-10-22,169.05,7.3,1561.19,Electronics,East,Friday,0,October,2021,Q4
